FRAMES,FP1_FORCE_X,FP1_FORCE_Y,FP1_FORCE_Z,FP1_COFP_X,FP1_COFP_Y,FP1_COFP_Z,FP1_FREEMOMENT_Z,FP2_FORCE_X,FP2_FORCE_Y,FP2_FORCE_Z,FP2_COFP_X,FP2_COFP_Y,FP2_COFP_Z,FP2_FREEMOMENT_Z,f_Heel_contact_1,f_Toe_off_1,f_Heel_contact_2,f_Toe_off_2
3751,2.4168016111526306e-28,1.26835401114263e-27,7.600500914502405e-27,,,,8.62399709191545e-29,0.00024205434321277486,-0.0012867174999504712,-0.0015134113194460136,,,,0.00012583149864863098,948,2382,2185,3578
3752,1.5592910758786593e-28,1.4273439261167399e-27,8.76307168592295e-27,,,,1.3741778416719247e-28,0.00022042978152796524,-0.0012468528639273193,-0.0013921198460448197,,,,0.00013394901933381598,948,2382,2185,3578
3753,7.545427056174402e-29,1.5543266058392935e-27,9.713273161984005e-27,,,,1.8246239967127437e-28,0.0001977904123142622,-0.0011942333067832638,-0.001263119131060292,,,,0.00013964135898700313,948,2382,2185,3578
3754,8.487724065475073e-31,1.6503808596294186e-27,1.0456869218253765e-26,,,,2.213123540309169e-28,0.00017451574130820653,-0.0011306254608838163,-0.0011287356217652344,,,,0.00014304115127720512,948,2382,2185,3578
3755,-6.742072031540345e-29,1.716894180694715e-27,1.1001808509839147e-26,,,,2.539916215334142e-28,0.00015096121100128626,-0.0010577879250797833,-0.0009911675171805246,,,,0.00014429942902531652,948,2382,2185,3578
3756,-1.2900928115465786e-28,1.7555185198052577e-27,1.135793568370437e-26,,,,2.806020351995886e-28,0.00012745564569846898,-0.0009774491785449484,-0.0008524672178857604,,,,0.00014358210334983236,948,2382,2185,3578
3757,-1.8368783296729338e-28,1.7681263972742097e-27,1.1536702609954939e-26,,,,3.0131534448392894e-28,0.00010429925858877097,-0.0008912877635902305,-0.0007145271566741672,,,,0.00014106654971200418,948,2382,2185,3578
3758,-2.3133625824079557e-28,1.7567678927279163e-27,1.1550883369463491e-26,,,,3.163650433776636e-28,8.17621988176324e-05,-0.0008009148010019062,-0.0005790689058809888,,,,0.00013693833596767338,948,2382,2185,3578
3759,-2.719356847386489e-28,1.7236289948866837e-27,1.1414296368622909e-26,,,,3.260380942576111e-28,6.008361143184427e-05,-0.0007078588658463996,-0.00044763542365347324,,,,0.0001313881227079641,948,2382,2185,3578
3760,-3.0556011650846753e-28,1.670991734943426e-27,1.1141536572963179e-26,,,,3.306666635101109e-28,3.9471178735449816e-05,-0.0006135532187459477,-0.00032158627250751943,,,,0.0001246087613643057,948,2382,2185,3578
3761,-3.3236757430834658e-28,1.601196467996962e-27,1.0747720465829621e-26,,,,3.30619974935785e-28,2.0101108038596576e-05,-0.0005193253575577652,-0.00020209561921103182,,,,0.00011679261082557204,948,2382,2185,3578
3762,-3.5259090190138287e-28,1.5166066081778185e-27,1.0248245951835666e-26,,,,3.2629637639750345e-28,2.1185279807962495e-06,-0.00042638882732973406,-9.015280526893128e-05,,,,0.00010812908872096381,948,2382,2185,3578
3763,-3.665283856848337e-28,1.419576065331998e-27,9.658569042457618e-27,,,,3.18115704291473e-28,-1.4361746462586193e-05,-0.00033583720245226217,1.3434738070674248e-05,,,,9.880246910975552e-05,948,2382,2185,3578
3764,-3.745343249917504e-28,1.3124195750613575e-27,8.993998787530549e-27,,,,3.065120193695792e-28,-2.9254121561625896e-05,-0.0002486401341247328,0.00010803646749172844,,,,8.898993412985769e-05,948,2382,2185,3578
3765,-3.770096793577335e-28,1.1973860601388438e-27,8.269511555627738e-27,,,,2.919267763774994e-28,-4.250084700002453e-05,-0.00016564133860708964,0.00019319184227424788,,,,7.885988322655767e-05,948,2382,2185,3578
3766,-3.743929073046693e-28,1.0766351103246626e-27,7.499585421940698e-27,,,,2.7480247904192854e-28,-5.407039475167937e-05,-8.755838719283636e-05,0.00026860182359176893,,,,6.857049993969304e-05,948,2382,2185,3578
3767,-3.6715109896814647e-28,9.522166198286203e-28,6.698055097385313e-27,,,,2.555768612717836e-28,-6.395563635372553e-05,-1.498414734241275e-05,0.0003341190059338848,,,,5.8268572894599434e-05,948,2382,2185,3578
3768,-3.5577149238519367e-28,8.260535774397684e-28,5.877987529792147e-27,,,,2.3467762514827073e-28,-7.217185932785601e-05,5.1610284153956335e-05,0.0003897366248011885,,,,4.8088564636224614e-05,948,2382,2185,3578
3769,-3.407534506502645e-28,6.999279639471835e-28,5.051578029243266e-27,,,,2.125177564682406e-28,-7.875466211745281e-05,0.00011187132089530749,0.00043557667859900264,,,,3.815191927792278e-05,948,2382,2185,3578
3770,-3.226009646116548e-28,5.75469675102715e-28,4.230066516456065e-27,,,,1.8949142936055806e-28,-8.375776513184078e-05,0.00016555746753576711,0.0004718773938840157,,,,2.8566597612419485e-05,948,2382,2185,3578
3771,-3.0181573347389136e-28,4.54148356156411e-28,3.423673266683637e-27,,,,1.6597050288783866e-28,-8.725077337714196e-05,0.00021253291017125353,0.0004989802521249577,,,,1.9426826353109993e-05,948,2382,2185,3578
3772,-2.78890863733927e-28,3.372680059920023e-28,2.64155332255903e-27,,,,1.423016046330856e-28,-8.931692376165842e-05,0.0002527602836847939,0.0005173167832560069,,,,1.0813046535526776e-05,948,2382,2185,3578
3773,-2.5430521543340306e-28,2.259641851071117e-28,1.8917685779043463e-27,,,,1.1880378909586564e-28,-9.005084754720637e-05,0.0002862927797172056,0.0005273953168572359,,,,2.792044803690057e-06,948,2382,2185,3578
3774,-2.285184138621239e-28,1.212036420696435e-28,1.1812763906233636e-27,,,,9.576675231581022e-29,-8.955637562937638e-05,0.0003132657535435874,0.0005297878661099899,,,,-4.582749677309319e-06,948,2382,2185,3578
3775,-2.019665346887637e-28,2.378615753733736e-29,5.1593346592160735e-28,,,,7.344957852003853e-29,-8.794441142003878e-05,0.00033388798115861523,0.000525117303055397,,,,-1.1270820617391218e-05,948,2382,2185,3578
3776,-1.7505846109671063e-28,-6.56516066931448e-29,-9.948633953555404e-29,,,,5.207998976151135e-29,-8.533089312253154e-05,0.0003484327095307435,0.0005140449664258311,,,,-1.7243990627627205e-05,948,2382,2185,3578
3777,-1.4817290292278122e-28,-1.4663047402133082e-28,-6.612617073670445e-28,,,,3.1854065472532287e-29,-8.183486417871313e-05,0.0003572286335012602,0.0004972588256998577,,,,-2.2485736314232648e-05,948,2382,2185,3578
3778,-1.2165606007583422e-28,-2.188215595317676e-28,-1.1666824975259354e-27,,,,1.2936395587023338e-29,-7.75766676688369e-05,0.00036065092239861524,0.0004754623073098496,,,,-2.699041074596581e-05,948,2382,2185,3578
3779,-9.581990567790931e-29,-2.8203774248098e-28,-1.6139988142282374e-27,,,,-4.5393716365312075e-30,-7.267627749771924e-05,0.00035911240832465124,0.0004493638713461628,,,,-3.076239124248627e-05,948,2382,2185,3578
3780,-7.094105843552159e-29,-3.362240286861768e-28,-2.002361971766918e-27,,,,-2.0469627763510955e-29,-6.725177633777693e-05,0.000353055036451471,0.0004196674098686701,,,,-3.38151698712952e-05,948,2382,2185,3578
3781,-4.726020871347441e-29,-3.814470220445238e-28,-2.3317588136983333e-27,,,,-3.477959009883529e-29,-6.141798755107246e-05,0.0003429416657389741,0.00038706352124868944,,,,-3.617040330345268e-05,948,2382,2185,3578
3782,-2.4982058636670087e-29,-4.17883717296128e-28,-2.602940801294959e-27,,,,-4.742181765282542e-29,-5.528526570437903e-05,0.0003292482964245008,0.00035222169899162245,,,,-3.7856937787989805e-05,948,2382,2185,3578
3783,-4.275733265015506e-30,-4.458098168871071e-28,-2.8173492344302103e-27,,,,-5.837449933832837e-29,-4.895844784529135e-05,0.0003124567886146921,0.0003157834583789036,,,,-3.890982398633742e-05,948,2382,2185,3578
3784,1.472438255860638e-29,-4.65587763693271e-28,-2.977037902168443e-27,,,,-6.763955594082136e-29,-4.253596544144111e-05,0.00029304812447811685,0.00027835641013956706,,,,-3.936933528528301e-05,948,2382,2185,3578
3785,3.191742873659504e-29,-4.776546687301351e-28,-3.0845943832492263e-27,,,,-7.524059628036655e-29,-3.6109114812952815e-05,0.00027149625503245406,0.0002405092773161453,,,,-3.928000200334717e-05,948,2382,2185,3578
3786,4.723452377017761e-29,-4.8251029909575e-28,-3.1430611303296784e-27,,,,-8.122076643361747e-29,-2.9761482020713598e-05,0.0002482625614632361,0.00020276783960351363,,,,-3.868967264350035e-05,948,2382,2185,3578
3787,6.063693608966562e-29,-4.8070527655473805e-28,-3.155857378186161e-27,,,,-8.564052896206458e-29,-2.3568516516627008e-05,0.00022379095040738734,0.00016561177876794984,,,,-3.764861204612198e-05,948,2382,2185,3578
3788,7.211402057453305e-29,-4.7282962164867966e-28,-3.1267028169137588e-27,,,,-8.857540685582632e-29,-1.7597246420256976e-05,0.0001985035927730011,0.0001294723893319218,,,,-3.6208644980011304e-05,948,2382,2185,3578
3789,8.168096695760805e-29,-4.595017622688673e-28,-3.05954386825072e-27,,,,-9.011372440629306e-29,-1.19061270595527e-05,0.0001727973065200562,9.473111055362304e-05,,,,-3.442235239458308e-05,948,2382,2185,3578
3790,8.937640527092895e-29,-4.413581094951952e-28,-2.958483298146743e-27,,,,-9.035437452018008e-29,-6.545013399266481e-06,0.00014704057545267897,6.171882883702574e-05,,,,-3.234232626002533e-05,948,2382,2185,3578
3791,9.525991150010794e-29,-4.190432874140242e-28,-2.8277137931267288e-27,,,,-8.940463913442552e-29,-1.5552461742743882e-06,0.00012157118851480891,3.071589405998917e-05,,,,-3.0020487659386485e-05,948,2382,2185,3578
3792,9.94094542337707e-29,-3.9320108778310007e-28,-2.6714560232898413e-27,,,,-8.737808643579071e-29,3.0301590609416405e-06,9.669447736622853e-05,1.952788871971719e-06,,,,-2.7507471580792553e-05,948,2382,2185,3578
3793,1.019188203887573e-28,-3.6446620499721275e-28,-2.4939016122104394e-27,,,,-8.43925655779651e-29,7.186231170100287e-06,7.268212416002446e-05,-2.4388613256554778e-05,,,,-2.4852080701010804e-05,948,2382,2185,3578
3794,1.0289505512301847e-28,-3.3345679198724066e-28,-2.299161334718852e-27,,,,-8.056831656615479e-29,1.08956823980313e-05,4.9771506448403344e-05,-4.817326761070134e-05,,,,-2.2100809363355266e-05,948,2382,2185,3578
3795,1.0245594787732194e-28,-3.007678635989636e-28,-2.0912187685422604e-27,,,,-7.60262099846822e-29,1.4148478562835802e-05,2.816554200274264e-05,-6.931072292809513e-05,,,,-1.9297437941710337e-05,948,2382,2185,3578
3796,1.0072759317224457e-28,-2.66965560766406e-28,-1.8738895359440467e-27,,,,-7.088612831340432e-29,1.6941351893174338e-05,8.032993026854543e-06,-8.775249885818101e-05,,,,-1.6482696854775848e-05,948,2382,2185,3578
3797,9.784205138361935e-29,-2.3258227651613055e-28,-1.6507861875385902e-27,,,,-6.52654977461945e-29,1.927726769798934e-05,-1.049081325846353e-05,-0.00010348914308523623,,,,-1.3693998655412437e-05,948,2382,2185,3578
3798,9.393513127924287e-29,-1.981126335917019e-28,-1.4252887029644244e-27,,,,-5.927797671774015e-29,2.1164855701989883e-05,-2.7302892412615577e-05,-0.00011654703347253261,,,,-1.0965235872532814e-05,948,2382,2185,3578
3799,8.914431266992585e-29,-1.6401029332939896e-28,-1.2005205125251962e-27,,,,-5.303230478784968e-29,2.2617816416092446e-05,-4.233118471151852e-05,-0.00012698498832627348,,,,-8.326641629210556e-06,948,2382,2185,3578
3800,8.360682415239114e-29,-1.3068556638604424e-28,-9.79329880579914e-28,,,,-4.6631313145695585e-29,2.3654312353102995e-05,-5.553285730687993e-05,-0.00013489074499429006,,,,-5.804709501060983e-06,948,2382,2185,3578
3801,7.745788763918955e-29,-9.850378803850609e-29,-7.642764355851893e-28,,,,-4.0171095796357574e-29,2.4296353260542433e-05,-6.689237239427135e-05,-0.00014037736359650397,,,,-3.422168612723557e-06,948,2382,2185,3578
3802,7.082913821628249e-29,-6.778441404632274e-29,-5.57622583352311e-28,,,,-3.374033849127759e-29,2.4569183839686375e-05,-7.641936631033391e-05,-0.00014357960882155812,,,,-1.1980095955341038e-06,948,2382,2185,3578
3803,6.384722487220174e-29,-3.8800787483002013e-29,-3.6132949926557464e-28,,,,-2.7419800671743523e-29,2.4500681667194678e-05,-8.414638310596335e-05,-0.00014465035850462976,,,,8.524432567129925e-07,948,2382,2185,3578
3804,5.663259482912079e-29,-1.178052247302105e-29,-1.770573618038174e-28,,,,-2.1281944115775244e-29,2.4120772247133807e-05,-9.012650432183631e-05,-0.00014375708321025105,,,,2.7174184984757534e-06,948,2382,2185,3578
3805,4.929846159660521e-29,1.3093552616812747e-29,-6.16946351646559e-30,,,,-1.539070061604961e-29,2.3460867310008953e-05,-9.443091448675859e-05,-0.00014107843636224966,,,,4.388547695549318e-06,948,2382,2185,3578
3806,4.1949954479687014e-29,3.5681952339197195e-29,1.5026018364594206e-28,,,,-9.801369869041026e-30,2.2553331654049678e-05,-9.71464393293879e-05,-0.00013680098966751105,,,,5.860684272882399e-06,948,2382,2185,3578
3807,3.468344511640644e-29,5.588665287029972e-29,2.9143614439996066e-28,,,,-4.560637819911737e-30,2.1430983003934704e-05,-9.837309090023191e-05,-0.000131116143742922,,,,7.13169605682948e-06,948,2382,2185,3578
3808,2.758604470422101e-29,7.364883391636173e-29,4.168281598018585e-28,,,,2.9329502204263657e-31,2.0126628553904566e-05,-9.822165080205995e-05,-0.00012421723904177586,,,,8.202236435950397e-06,948,2382,2185,3578
3809,2.073526390401503e-29,8.894630511653047e-29,5.261554534260961e-28,,,,4.7304863144720135e-30,1.8672641075254266e-05,-9.681131957926548e-05,-0.00011629688744737097,,,,9.075498922400793e-06,948,2382,2185,3578
3810,1.419882598563733e-29,1.0179067710616611e-28,6.193691423708962e-28,,,,8.728937020640774e-30,1.710057671090135e-05,-9.426745707369787e-05,-0.00010754454031153511,,,,9.756959704057145e-06,948,2382,2185,3578
3811,8.034622597482616e-30,1.1222433559259979e-28,6.96633142064104e-28,,,,1.2274200484370185e-29,1.5440835859369876e-05,-9.071943526615329e-05,-9.814430431201577e-05,,,,1.0254112542512743e-05,948,2382,2185,3578
3812,2.2908005992019157e-30,1.203172743816805e-28,7.5830394025332455e-28,,,,1.5358926974021965e-29,1.3722367873302021e-05,-8.629862183550637e-05,-8.82730123262619e-05,,,,1.0576200100676358e-05,948,2382,2185,3578
3813,-2.994032316848834e-30,1.2616384036085658e-28,8.049095982707344e-28,,,,1.7982355082700554e-29,1.1972419668606505e-05,-8.113650942384655e-05,-7.809855260482108e-05,,,,1.0733945482513986e-05,948,2382,2185,3578
3814,-7.790495983662259e-30,1.29879440075112e-28,8.371283172040133e-28,,,,2.014976109120576e-29,1.0216327763617927e-05,-7.536300243424289e-05,-6.777845590377177e-05,,,,1.0739287442929906e-05,948,2382,2185,3578
3815,-1.2078033151886775e-29,1.3159725380660983e-28,8.557668835147844e-28,,,,2.1871876999689568e-29,8.477352746194728e-06,-6.910487014187337e-05,-5.745873692450682e-05,,,,1.0605122384075245e-05,948,2382,2185,3578
3816,-1.5844425064242688e-29,1.3146499906591283e-28,8.617392834475275e-28,,,,2.3164287428850382e-29,6.776554702573723e-06,-6.248437199880124e-05,-4.7272983427055994e-05,,,,1.0345055901384924e-05,948,2382,2185,3578
3817,-1.9085240274845803e-29,1.2964178119759395e-28,8.560457487708453e-28,,,,2.404681499726963e-29,5.13270773615726e-06,-5.561805828284216e-05,-3.7341683740603185e-05,,,,9.97316628390755e-06,948,2382,2185,3578
3818,-2.1803229529279487e-29,1.2629506446755542e-28,8.397524684725332e-28,,,,2.4542903113433644e-29,3.5622513575137384e-06,-4.861574670257627e-05,-2.777178109724537e-05,,,,9.503782014141055e-06,948,2382,2185,3578
3819,-2.4007679129367525e-29,1.2159779260067802e-28,8.139721724468985e-28,,,,2.4679004394020222e-29,2.07927623821653e-06,-4.157967324019466e-05,-1.865644126275931e-05,,,,8.95127495732548e-06,948,2382,2185,3578
3820,-2.571373468718583e-29,1.157256833378542e-28,7.798457643936434e-28,,,,2.4483982148587192e-29,6.955415895137735e-07,-3.46038134040104e-05,-1.0075018327088957e-05,,,,8.329870583224798e-06,948,2382,2185,3578
3821,-2.694170654348438e-29,1.0885471723805645e-28,7.385251524856167e-28,,,,2.3988531568653458e-29,-5.794787496403883e-07,-2.7773368181665182e-05,-2.0932022392711474e-06,,,,7.653476228634558e-06,948,2382,2185,3578
3822,-2.771636740387601e-29,1.0115883671532212e-28,6.911573982156012e-28,,,,2.3224626439308028e-29,-1.738524554362314e-06,-2.1164407338192784e-05,5.236669285207244e-06,,,,6.935528089484636e-06,948,2382,2185,3578
3823,-2.8066251949095866e-29,9.280786721807869e-29,6.388702765206692e-28,,,,2.222499636604362e-29,-2.7764548984171244e-06,-1.4843661291579933e-05,1.1875152507025421e-05,,,,6.1888573302894855e-06,948,2382,2185,3578
3824,-2.802296732006647e-29,8.396566856891188e-29,5.827593140890875e-28,,,,2.1022638689649382e-29,-3.6901344218296204e-06,-8.868451620549672e-06,1.7795111439733216e-05,,,,5.425575418177929e-06,948,2382,2185,3578
3825,-2.7620522480473694e-29,7.478852082061877e-29,5.238763479232968e-28,,,,1.9650368457855025e-29,-4.478303306018661e-06,-3.286749310358591e-06,2.2981022137558648e-05,,,,4.656978530690865e-06,948,2382,2185,3578
3826,-2.6894683534309284e-29,6.542374557729143e-29,4.632196229687843e-28,,,,1.814040904306935e-29,-5.141434026088634e-06,1.8626508847452561e-06,2.7428185817087448e-05,,,,3.893470652397122e-06,948,2382,2185,3578
3827,-2.5882361137661425e-29,5.60085605996512e-29,4.017254260905426e-28,,,,1.652402524898301e-29,-5.6815778599756255e-06,6.5498520985666645e-06,3.114186875721602e-05,,,,3.1445047661430696e-06,948,2382,2185,3578
3828,-2.462103520618318e-29,4.666916267880744e-29,3.402612340173722e-28,,,,1.4831200041885506e-29,-6.102204013279762e-06,1.075348547954526e-05,3.413638634325553e-05,,,,2.4185413610109473e-06,948,2382,2185,3578
3829,-2.314822119425556e-29,3.7520031233701467e-29,2.796203351752989e-28,,,,1.30903553810604e-29,-6.408034071015395e-06,1.446026136287711e-05,3.64341478669043e-05,,,,1.7230233210244668e-06,948,2382,2185,3578
3830,-2.1500981319811806e-29,2.8663442871418156e-29,2.205178696570573e-28,,,,1.1328117011269782e-29,-6.604874317362644e-06,1.7664454016592997e-05,3.806467778871495e-05,,,,1.0643661261674701e-06,948,2382,2185,3578
3831,-1.971548323979375e-29,2.0189185248384445e-29,1.6358821795564503e-28,,,,9.569122522770148e-30,-6.6994482759288475e-06,2.036733228425507e-05,3.906362813822165e-05,,,,4.479621899128954e-07,948,2382,2185,3578
3832,-1.7826607853710058e-29,1.2174456982049322e-29,1.093836575278548e-28,,,,7.83587148316099e-30,-6.699231620035899e-06,2.2576548099128236e-05,3.947179559316725e-05,,,,-1.2180192555067426e-07,948,2382,2185,3578
3833,-1.58676071339444e-29,4.6839390809167684e-30,5.837419672316832e-29,,,,6.148616002342169e-30,-6.6122913889942e-06,2.4305494371415202e-05,3.933415556666007e-05,,,,-6.415167348563172e-07,948,2382,2185,3578
3834,-1.3869812157260945e-29,-2.2299776237166262e-30,1.0948488065013516e-29,,,,4.525289707739722e-30,-6.447131225869927e-06,2.557264316821669e-05,3.869892436200749e-05,,,,-1.1087108517240776e-06,948,2382,2185,3578
3835,-1.1862390847106771e-29,-8.52682526081962e-30,-3.2584282765748764e-29,,,,2.9814727817130482e-30,-6.212544128340555e-06,2.6400874432068852e-05,3.7616659150654184e-05,,,,-1.5218031806734717e-06,948,2382,2185,3578
3836,-9.872154334373138e-30,-1.4177568564320922e-29,-7.199163971073522e-29,,,,1.5303904458831577e-30,-5.917473980057857e-06,2.6816804734761093e-05,3.6139404208984223e-05,,,,-1.8800476484580168e-06,948,2382,2185,3578
3837,-7.923410307693645e-30,-1.9164008204467528e-29,-1.0711430044239956e-28,,,,1.8294206654037121e-31,-5.570886908422626e-06,2.6850124754757257e-05,3.431989053312015e-05,,,,-2.1834718255177782e-06,948,2382,2185,3578
3838,-6.037861254513583e-30,-2.3478094576049674e-29,-1.3786201186805718e-28,,,,-1.0522421007873114e-30,-5.181653298463315e-06,2.6532953314439003e-05,3.221079465405779e-05,,,,-2.432810751983088e-06,948,2382,2185,3578
3839,-4.234545091467813e-30,-2.712116854639371e-29,-1.6420884613107995e-28,,,,-2.168719613712964e-30,-4.758441083949759e-06,2.589921493231362e-05,2.9864061213617373e-05,,,,-2.629437233021589e-06,948,2382,2185,3578
3840,-2.5298153465554498e-30,-3.010314520778311e-29,-1.8618806391456026e-28,,,,-3.162133133790578e-30,-4.309620738012878e-06,2.498404694915366e-05,2.733029264813466e-05,,,,-2.7752898064348447e-06,948,2382,2185,3578
3841,-9.373577848800687e-31,-3.2441656051963805e-29,-2.0388664836896497e-28,,,,-4.030089457189974e-30,-3.843182198131258e-06,2.3823241388650187e-05,2.4658208173165765e-05,,,,-2.872799513214455e-06,948,2382,2185,3578
3842,5.317598377188253e-31,-3.416116421109968e-29,-2.174396084600919e-28,,,,-4.77202340502654e-30,-3.3666637858382176e-06,2.2452725824385642e-05,2.189417317857593e-05,,,,-2.9248165210728173e-06,948,2382,2185,3578
3843,1.8690083556806768e-30,-3.529206651242461e-29,-2.2702414511418744e-28,,,,-5.3890496237509755e-30,-2.8870930210603086e-06,2.090808665645683e-05,1.9081799137327054e-05,,,,-2.934537563538334e-06,948,2382,2185,3578
3844,3.0682916614588004e-30,-3.586979509503978e-29,-2.3285376736964404e-28,,,,-5.883805243034848e-30,-2.410939085500927e-06,1.9224137362421558e-05,1.626161320947514e-05,,,,-2.9054350647534264e-06,948,2382,2185,3578
3845,4.125818647975446e-30,-3.5933930258411297e-29,-2.3517243897274684e-28,,,,-6.2602862062148194e-30,-1.9440765595434673e-06,1.743453348672526e-05,1.347079589010413e-05,,,,-2.841188724260971e-06,948,2382,2185,3578
3846,5.039956200209568e-30,-3.5527335073918244e-29,-2.3424882861760637e-28,,,,-6.52367993079753e-30,-1.491759943125871e-06,1.5571435377508616e-05,1.0742984309367474e-05,,,,-2.7456202383410743e-06,948,2382,2185,3578
3847,5.8110667516165905e-30,-3.469532111306676e-29,-2.3037072946098637e-28,,,,-6.680196777961018e-30,-1.0586083730549742e-06,1.366521897563008e-05,8.108138146224933e-06,,,,-2.6226317362900436e-06,948,2382,2185,3578
3848,6.441333821839757e-30,-3.348485344733571e-29,-2.238397057674859e-28,,,,-6.736902614516536e-30,-6.485998671888182e-07,1.1744234312622081e-05,5.592464565227369e-06,,,,-2.476148412726001e-06,948,2382,2185,3578
3849,6.934578817139193e-30,-3.194380187235219e-29,-2.149660166776385e-28,,,,-6.70155454238573e-30,-2.6507435952399116e-07,9.83461078576623e-06,3.2183981269403893e-06,,,,-2.3100657417474475e-06,948,2382,2185,3578
3850,7.296072208931192e-30,-3.012024411908613e-29,-2.0406385925022015e-28,,,,-6.582441653101648e-30,8.92552609885708e-08,7.960107752074199e-06,1.0046312552961908e-06,,,,-2.1282015666212074e-06,948,2382,2185,3578
3851,7.53234201358346e-30,-2.8061825651367175e-29,-1.9144696521009868e-28,,,,-6.38823244175188e-30,4.122849317402042e-07,6.1420085202258285e-06,-1.0338094337025956e-06,,,,-1.9342532705633874e-06,948,2382,2185,3578
3852,7.650982282871576e-30,-2.581517952506359e-29,-1.7742457832394722e-28,,,,-6.1278302895088014e-30,7.024948645924277e-07,4.399055421020206e-06,-2.8854458318463658e-06,,,,-1.7317601508986102e-06,948,2382,2185,3578
3853,7.660464083863607e-30,-2.342540871092031e-29,-1.6229783210736483e-28,,,,-5.810238199537711e-30,9.589195175233181e-07,2.74742330233381e-06,-4.542195071563042e-06,,,,-1.5240710411058988e-06,948,2382,2185,3578
3854,7.569951203887859e-30,-2.0935632269923306e-29,-1.4635654070718015e-28,,,,-5.444433750465458e-30,1.181112944507377e-06,1.2007285228445955e-06,-5.999185336114034e-06,,,,-1.314317153523243e-06,948,2382,2185,3578
3855,7.389122564861665e-30,-1.8386595825135648e-29,-1.29876409360228e-28,,,,-5.039255017267851e-30,1.3691103654726443e-06,-2.2992969195385856e-07,-7.254545762754684e-06,,,,-1.1053900502019102e-06,948,2382,2185,3578
3856,7.128003075575501e-30,-1.5816345903668792e-29,-1.1311666485261257e-28,,,,-4.603298003633925e-30,1.5233867755023398e-06,-1.535898820119607e-06,-8.309175363219005e-06,,,,-8.999245908722031e-07,948,2382,2185,3578
3857,6.796804394213051e-30,-1.3259966931729358e-29,-9.631810092921223e-29,,,,-4.1448259345288415e-30,1.6448133810943854e-06,-2.710876925348211e-06,-9.166495738637688e-06,,,,-7.002866553879407e-07,948,2382,2185,3578
3858,6.405776819816691e-30,-1.0749378957987406e-29,-7.970152866003264e-29,,,,-3.671690574443603e-30,1.7346126124050235e-06,-3.7507942807229872e-06,-9.832192169420635e-06,,,,-5.085653934355662e-07,948,2382,2185,3578
3859,5.965073283629286e-30,-8.313193557945725e-30,-6.346661737679462e-29,,,,-3.191265567031905e-30,1.7943124151267415e-06,-4.65367616047778e-06,-1.0313947421472215e-05,,,,-3.2656971670609034e-07,948,2382,2185,3578
3860,5.484626171972251e-30,-5.9766248353706216e-30,-4.779110795995019e-29,,,,-2.7103916365467577e-30,1.8257004751156476e-06,-5.419490178464402e-06,-1.0621172335078759e-05,,,,-1.5582871802572812e-07,948,2382,2185,3578
3861,4.974037483931371e-30,-3.761451985808802e-30,-3.2830376985145515e-29,,,,-2.235333351479213e-30,1.8307789741910348e-06,-6.049981464667645e-06,-1.076473695852583e-05,,,,2.404322064114078e-09,948,2382,2185,3578
3862,4.4424826116467116e-30,-1.6860295203217087e-30,-1.871732752353001e-29,,,,-1.771747026581569e-30,1.8117204177419492e-06,-6.548498848576303e-06,-1.0756705661396045e-05,,,,1.471446983538522e-07,948,2382,2185,3578
3863,3.898627830132943e-30,2.3465903759002226e-31,-5.562580220053911e-30,,,,-1.324659231293085e-30,1.7708250149037752e-06,-6.919815065078775e-06,-1.0610079318743793e-05,,,,2.776661821651527e-07,948,2382,2185,3578
3864,3.350561398649565e-30,1.988908375584513e-30,6.545063370215204e-30,,,,-8.984552805119258e-31,1.7104800310646293e-06,-7.169943819393189e-06,-1.0338547302808571e-05,,,,3.934884349315545e-07,948,2382,2185,3578
3865,2.8057380077332166e-30,3.5681640625231856e-30,1.753791434916061e-29,,,,-4.968770074962465e-31,1.633121471212859e-06,-7.305956346897825e-06,-9.956251659121133e-06,,,,4.943623087616883e-07,948,2382,2185,3578
3866,2.270936155824174e-30,4.966865253248097e-30,2.7368476774219124e-29,,,,-1.2302905806223388e-31,1.5411983919570904e-06,-7.335799886023852e-06,-9.477565483884044e-06,,,,5.802534040770629e-07,948,2382,2185,3578
3867,1.7522279074028164e-30,6.18226201402556e-30,3.6008344740474394e-29,,,,2.2060710036008985e-31,1.4371400806763663e-06,-7.268120251878978e-06,-8.916887164044992e-06,,,,6.51324245498631e-07,948,2382,2185,3578
3868,1.2549603708632465e-30,7.21421179305813e-30,4.3446946113849384e-29,,,,5.321522925377271e-31,1.323326282847636e-06,-7.112090459060334e-06,-8.288451794746955e-06,,,,7.079154243207462e-07,948,2382,2185,3578
3869,7.837481389033176e-31,8.064959445588161e-30,4.969016222761502e-29,,,,8.103027276134301e-31,1.2020606037274933e-06,-6.877247098026419e-06,-7.6061607545801285e-06,,,,7.505260396572113e-07,948,2382,2185,3578
3870,3.4247585668705186e-31,8.738905060915833e-30,5.475885196675408e-29,,,,1.054297930340859e-30,1.0755471587289994e-06,-6.573335924006763e-06,-6.883430100543973e-06,,,,7.797937511731363e-07,948,2382,2185,3578
3871,-6.568997708431896e-32,9.242363635258737e-30,5.868730748451763e-29,,,,1.2638843656665588e-30,9.45870498445706e-07,-6.210167874022399e-06,-6.133058144637918e-06,,,,7.964747347246749e-07,948,2382,2185,3578
