FRAMES,FP1_FORCE_X,FP1_FORCE_Y,FP1_FORCE_Z,FP1_COFP_X,FP1_COFP_Y,FP1_COFP_Z,FP1_FREEMOMENT_Z,FP2_FORCE_X,FP2_FORCE_Y,FP2_FORCE_Z,FP2_COFP_X,FP2_COFP_Y,FP2_COFP_Z,FP2_FREEMOMENT_Z,f_Heel_contact_1,f_Toe_off_1,f_Heel_contact_2,f_Toe_off_2
1106,-0.8659895213315504,-14.805306962688622,62.974649647206995,0.27369,0.14218,0.0,0.36761646991101843,1.0571331681298828e-22,-6.731830418397857e-22,-7.707417562599269e-21,,,,-1.7618682277078946e-22,948,2382,2185,3578
1107,-0.9188023838223124,-14.927677537834583,63.41752704794699,0.27369,0.14261,0.0,0.3749935064927824,1.2719610405439113e-22,-7.360412116719881e-22,-8.646608676517364e-21,,,,-1.9068410537317933e-22,948,2382,2185,3578
1108,-0.9704372318179075,-15.044963851290543,63.86569155638324,0.27368,0.14304,0.0,0.38232223393431514,1.4887638049309014e-22,-7.943277633172786e-22,-9.550763255892034e-21,,,,-2.0383084916095465e-22,948,2382,2185,3578
1109,-1.020907960439307,-15.15736911080756,64.3187435137536,0.27385,0.14317,0.0,0.38957495741169,1.7046569003088715e-22,-8.467927342219729e-22,-1.040382783161105e-20,,,,-2.1531542180985664e-22,948,2382,2185,3578
1110,-1.0702180054868227,-15.265112878347475,64.77625972197939,0.27402,0.14329,0.0,0.3967237491539621,1.9165004193500025e-22,-8.921523215484878e-22,-1.1188979234225751e-20,,,,-2.2482073703085175e-22,948,2382,2185,3578
1111,-1.1183598753307673,-15.368427674303412,65.23779467573077,0.27411,0.14371,0.0,0.4037406297600421,2.120919801092611e-22,-9.291039039425374e-22,-1.188879110533214e-20,,,,-2.32028234844439e-22,948,2382,2185,3578
1112,-1.1653149504471558,-15.467555602573563,65.70288205481177,0.27418,0.14421,0.0,0.4105977599790755,2.3143317685798627e-22,-9.563427264145273e-22,-1.2485424428298626e-20,,,,-2.3662225281519763e-22,948,2382,2185,3578
1113,-1.2110535450786637,-15.562745032013606,66.17103647801481,0.27427,0.14467,0.0,0.4172676407135974,2.4929756320532793e-22,-9.72580166854624e-22,-1.2960841615378337e-20,,,,-2.3829476273811827e-22,948,2382,2185,3578
1114,-1.2555352207333215,-15.654247368502514,66.64175551580918,0.27439,0.14509,0.0,0.42372331871717805,2.652950013612217e-22,-9.765634727412368e-22,-1.3297043311825288e-20,,,,-2.367504397244872e-22,948,2382,2185,3578
1115,-1.2987093373020286,-15.742313950020002,67.11452195553449,0.27452,0.14549,0.0,0.4299385952817391,2.7902549777247598e-22,-9.670968254342176e-22,-1.3476326678092733e-20,,,,-2.3171202285761805e-22,948,2382,2185,3578
1116,-1.3405158245786173,-15.82719309477542,67.58880630916138,0.27471,0.1459,0.0,0.43588823514987873,2.900839474019836e-22,-9.430635573956577e-22,-1.3481563492033161e-20,,,,-2.2292591866588863e-22,948,2382,2185,3578
1117,-1.3808861546711455,-15.909127329644283,68.0640695498821,0.27489,0.1463,0.0,0.441548172894163,2.9806539149103198e-22,-9.034493151244769e-22,-1.3296495978350473e-20,,,,-2.1016799069094609e-22,948,2382,2185,3578
1118,-1.4197444938579276,-15.988350823109826,68.53976605948631,0.27488,0.14664,0.0,0.44689571402618733,3.0257076214285103e-22,-8.473659279395387e-22,-1.2906047827084807e-20,,,,-1.932494705210322e-22,948,2382,2185,3578
1119,-1.4570090106986036,-16.065087043738558,69.01534676361332,0.27488,0.14698,0.0,0.4519097281325031,3.032130776968939e-22,-7.7407571045304595e-22,-1.2296647411939548e-20,,,,-1.7202291793080068e-22,948,2382,2185,3578
1120,-1.4925933157564581,-16.13954666205411,69.49026242693373,0.27495,0.1472,0.0,0.4565708314254034,2.9962404313346233e-22,-6.830158951318394e-22,-1.1456559768658872e-20,,,,-1.4638815034579782e-22,948,2382,2185,3578
1121,-1.5264080073556359,-16.21192571053608,69.9639670757804,0.27505,0.14739,0.0,0.4608615562804228,2.914609997612805e-22,-5.738228612728356e-22,-1.037622344984376e-20,,,,-1.1629805486540728e-22,948,2382,2185,3578
1122,-1.5583622975070341,-16.282404013309005,70.43592151228417,0.27509,0.14769,0.0,0.4647665055994347,2.7841415831390597e-22,-4.463557985734484e-22,-9.048587942466631e-21,,,,-8.176418967216608e-23,948,2382,2185,3578
1123,-1.588365692317115,-16.351143893853124,70.90559688170597,0.27508,0.14811,0.0,0.46827249013218347,2.602140394447825e-22,-3.0071941783581016e-22,-7.469446925269691e-21,,,,-4.28620759723897e-23,948,2382,2185,3578
1124,-1.6163297014786877,-16.41828916576479,71.37247825299718,0.27511,0.14847,0.0,0.4713686471470804,2.366390356078426e-22,-1.372852988006363e-22,-5.6377622629565915e-21,,,,2.639231993598921e-25,948,2382,2185,3578
1125,-1.6421695515992727,-16.4839644082734,71.83606817137127,0.27528,0.14866,0.0,0.4740465390469742,2.0752299859481962e-22,4.3288553730177966e-23,-3.555973290670823e-21,,,,4.739624477220535e-23,948,2382,2185,3578
1126,-1.665805878235498,-16.548274524940926,72.29589014097535,0.27545,0.14884,0.0,0.4763002307150875,1.7276274773601868e-22,2.40040388842449e-22,-1.230285643984611e-21,,,,9.824039811219718e-23,948,2382,2185,3578
1127,-1.6871663718281193,-16.61130458074065,72.75149199592127,0.27581,0.14907,0.0,0.4781263445919066,1.323253851313022e-22,4.51690076485256e-22,1.329066355081896e-21,,,,1.5242197957258165e-22,948,2382,2185,3578
1128,-1.706187353467674,-16.673119909493707,73.20244911906596,0.27617,0.1493,0.0,0.4795240927269963,8.625529644280754e-23,6.766276195052267e-22,4.107589928185886e-21,,,,2.0948454037301726e-22,948,2382,2185,3578
1129,-1.7228152576376892,-16.733766480441133,73.64836746984868,0.27602,0.14958,0.0,0.48049528530705377,3.4680708936137776e-23,9.129052657596983e-22,7.086342971439905e-21,,,,2.688884173280658e-22,948,2382,2185,3578
1130,-1.737008000787086,-16.79327150968696,74.08888638498553,0.27571,0.14986,0.0,0.4810443154522543,-2.2180327208572887e-23,1.1582336666904428e-21,1.0241788405191433e-20,,,,3.300106325027404e-22,948,2382,2185,3578
1131,-1.7487362167210474,-16.85164429958271,74.52368111878832,0.27557,0.15008,0.0,0.48117812043153585,-8.401467259038568e-23,1.4099825129807269e-21,1.3545700008722553e-20,,,,3.921459626090334e-22,948,2382,2185,3578
1132,-1.7579843422093433,-16.90887728696577,74.95246509331416,0.27561,0.15023,0.0,0.48090611986086973,-1.5040968829940854e-22,1.6651860546000673e-21,1.696512585980736e-20,,,,4.545092717773041e-22,948,2382,2185,3578
1133,-1.7647515386683006,-16.964947279478984,75.3749918323906,0.27565,0.15039,0.0,0.4802401318499885,-2.2084982365780647e-22,1.9205538812901832e-21,2.0462415252900617e-20,,,,5.162391921636299e-22,948,2382,2185,3578
1134,-1.7690524381281112,-17.019816857861017,75.79105655751185,0.27571,0.15057,0.0,0.4791942683972281,-2.947143430817337e-22,2.1724873000670237e-21,2.3995314617551558e-20,,,,5.764032256332151e-22,948,2382,2185,3578
1135,-1.7709177039496669,-17.07343592098689,76.20049742723141,0.27577,0.15074,0.0,0.47778481159519837,-3.7127633015446872e-22,2.4171015984010204e-21,2.75171374955683e-20,,,,6.340043264590739e-22,948,2382,2185,3578
1136,-1.7703943989770292,-17.125743349476146,76.6031964047267,0.27576,0.15101,0.0,0.4760300724135679,-4.497031017662038e-22,2.6502544252846648e-21,3.097701305774339e-20,,,,6.879890095892876e-22,948,2382,2185,3578
1137,-1.7675461560487893,-17.176668762839476,76.99907974083386,0.27575,0.15129,0.0,0.4739502339540351,-5.290581575741822e-22,2.867580457407976e-21,3.432021694610469e-20,,,,7.37257011589034e-22,948,2382,2185,3578
1138,-1.7624531480651553,-17.22613434442875,77.38811806246564,0.27586,0.15154,0.0,0.47156718110591617,-6.0830477995567235e-22,3.0645324442644577e-21,3.7488587414620467e-20,,,,7.806725119105847e-22,948,2382,2185,3578
1139,-1.755211857165172,-17.274056707986887,77.77032605926912,0.276,0.15179,0.0,0.4689043184891144,-6.863113869777558e-22,3.23642864445947e-21,4.042102881057986e-20,,,,8.170769007743067e-22,948,2382,2185,3578
1140,-1.745934645062414,-17.320348779495035,78.14576176481037,0.27602,0.15205,0.0,0.4659863785047588,-7.61858725632337e-22,3.3785065761856814e-21,4.3054103392718254e-20,,,,8.4530305678057705e-22,948,2382,2185,3578
1141,-1.7347491291954067,-17.364921668384522,78.51452543258515,0.27592,0.15231,0.0,0.46283922124632215,-8.336489746541053e-22,3.48598290830898e-21,4.5322711324633945e-20,,,,8.641910725775069e-22,948,2382,2185,3578
1142,-1.7217973719583723,-17.40768650302375,78.87675801184787,0.27587,0.15255,0.0,0.459489627937784,-9.003168056602043e-22,3.554119215468089e-21,4.716085741917153e-20,,,,8.726053406816223e-22,948,2382,2185,3578
1143,-1.707234892759968,-17.448556206594066,79.23263923360881,0.27598,0.1527,0.0,0.4559650894461082,-9.604424281681441e-22,3.578293211884291e-21,4.850250184930632e-20,,,,8.694528841261253e-22,948,2382,2185,3578
1144,-1.691229514930579,-17.48744719086834,79.58238532290734,0.27608,0.15285,0.0,0.45229359128803126,-1.0125666183489713e-21,3.554074965215546e-21,4.928249059385643e-20,,,,8.537027882710551e-22,948,2382,2185,3578
1145,-1.673960061518083,-17.524280946907368,79.9262463591248,0.27617,0.15318,0.0,0.4485033964652782,-1.0552077032855784e-21,3.477307474943356e-21,4.9437559864459655e-20,,,,8.244065611672965e-22,948,2382,2185,3578
1146,-1.655614915739128,-17.55898551335049,80.26450331110688,0.27626,0.15351,0.0,0.4446228274564248,-1.0868804422067234e-21,3.3441908807806406e-21,4.8907407178275784e-20,,,,7.807192206755667e-22,948,2382,2185,3578
1147,-1.6363904632572417,-17.5914968049547,80.59746477802037,0.27626,0.15355,0.0,0.4406800487786584,-1.106116713878966e-21,3.1513694469184428e-21,4.7635820115610406e-20,,,,7.21920877492278e-22,948,2382,2185,3578
1148,-1.6164894345400689,-17.62175978643662,80.92546347049759,0.27624,0.15349,0.0,0.43670285169273143,-1.1114878853332925e-21,2.896020349219713e-21,4.557185215208099e-20,,,,6.474385547507331e-22,948,2382,2185,3578
1149,-1.596119166334427,-17.649729479444602,81.24885247018256,0.27622,0.15362,0.0,0.43271844281980637,-1.1016287017022807e-21,2.5759431764890585e-21,4.267103330214398e-20,,,,5.568679574042453e-22,948,2382,2185,3578
1150,-1.575489801825092,-17.67537179342618,81.56800130921062,0.27621,0.15394,0.0,0.42875323861186265,-1.0752625005184832e-21,2.189648945593392e-21,3.8896601677862525e-20,,,,4.49994878641064e-22,948,2382,2185,3578
1151,-1.5548124493454851,-17.69866417400696,81.8832919138429,0.27622,0.15418,0.0,0.4248326677107427,-1.031227516795546e-21,1.7364473254858516e-21,3.422074047867541e-20,,,,3.26815906636744e-22,948,2382,2185,3578
1152,-1.5342973196324097,-17.719596065126773,82.19511445808746,0.27631,0.15418,0.0,0.42098098321644845,-9.685040080482813e-22,1.2165306691928415e-21,2.862580341127079e-20,,,,1.8755807354381432e-22,948,2382,2185,3578
1153,-1.514151861625265,-17.738169183641457,82.50386317396321,0.2764,0.15418,0.0,0.4172210867774199,-8.862418916198054e-22,6.310533677318268e-22,2.2105510121583037e-20,,,,3.2697070290242893e-23,948,2382,2185,3578
1154,-1.4945789167549062,-17.754397607552256,82.80993216555271,0.27648,0.15441,0.0,0.4135743662582208,-7.837885508286185e-22,-1.7795032046649845e-23,1.4666091932729382e-20,,,,-1.370263639471962e-22,948,2382,2185,3578
1155,-1.4757749115497976,-17.76830768157505,83.11371127411618,0.27656,0.15464,0.0,0.41006054857754426,-6.607164321203257e-22,-7.267245603169684e-22,6.3273670536007656e-21,,,,-3.2059227926598422e-22,948,2382,2185,3578
1156,-1.4579281081280606,-17.77993774635025,83.4155820407292,0.27657,0.15484,0.0,0.4066975691575554,-5.168500232353582e-22,-1.4912890614928062e-21,-2.876276516408678e-21,,,,-5.166899870614767e-22,948,2382,2185,3578
1157,-1.4412169316027084,-17.789337700003763,83.71591381055036,0.27656,0.15503,0.0,0.4035014592619218,-3.522917730412657e-22,-2.305841608713175e-21,-1.2895012879460257e-20,,,,-7.237095746633629e-22,948,2382,2185,3578
1158,-1.425808392500496,-17.796568402801686,84.01506001881233,0.27656,0.15519,0.0,0.4004862522885717,-1.6744648780277152e-22,-3.1635027658900086e-21,-2.366284788793605e-20,,,,-9.397368655863444e-22,948,2382,2185,3578
1159,-1.4118566210270138,-17.801700937318998,84.31335469357235,0.27655,0.15531,0.0,0.39766390981578587,3.6956283034710907e-23,-4.0561433410996965e-21,-3.5097049694907746e-20,,,,-1.1625522171069876e-21,948,2382,2185,3578
1160,-1.3995015285759038,-17.80481573806956,84.61110920518406,0.27656,0.15544,0.0,0.3950442679081195,2.598423752964749e-22,-4.974383222865863e-21,-4.709776322667003e-20,,,,-1.3896335289960202e-21,948,2382,2185,3578
1161,-1.3888676104314626,-17.8060016060373,84.9086092881519,0.27658,0.15558,0.0,0.3926350039167459,4.997761677725972e-22,-5.907607811264899e-21,-5.954783113526375e-20,,,,-1.6181638123994182e-21,948,2382,2185,3578
1162,-1.3800629021614748,-17.80535462488472,85.20611235767512,0.27661,0.15573,0.0,0.39044162378075203,7.549472891804163e-22,-6.844003447370081e-21,-7.23128429643479e-20,,,,-1.84504363577737e-21,948,2382,2185,3578
1163,-1.3731781006167152,-17.802976996583023,85.50384514058533,0.27659,0.15577,0.0,0.3884674696368138,1.0231613925462647e-21,-7.770613106190807e-21,-8.524143305297095e-20,,,,-2.0669087252577084e-21,948,2382,2185,3578
1164,-1.3682858585864872,-17.798975814723658,85.80200163829599,0.27658,0.15581,0.0,0.3867137473312409,1.3018355057752294e-21,-8.673413449134431e-21,-9.816584609011803e-20,,,,-2.2801529496049794e-21,948,2382,2185,3578
1165,-1.3654402599375175,-17.793461793917015,86.10074143755604,0.27666,0.15592,0.0,0.3851795731674987,1.587998449723144e-21,-9.537414131651695e-21,-1.1090278720372172e-19,,,,-2.4809568652083295e-21,948,2382,2185,3578
1166,-1.364676479589201,-17.786547973591894,86.40018838280537,0.27678,0.15605,0.0,0.3838620389281373,1.8782967890543477e-21,-1.0346780030053804e-20,-1.2325457101101244e-19,,,,-2.665321934115761e-21,948,2382,2185,3578
1167,-1.3660106301896289,-17.778348414264283,86.70042962131984,0.27688,0.15617,0.0,0.382756293937456,2.1690067461329335e-21,-1.1084976788877554e-20,-1.350105811676583e-19,,,,-2.829110458367083e-21,948,2382,2185,3578
1168,-1.3694397950965191,-17.768976903946708,87.00151502899823,0.27697,0.15628,0.0,0.38185564273257727,2.4560524638127265e-21,-1.1734939797463957e-20,-1.459490486317665e-19,,,,-2.9680911970025783e-21,948,2382,2185,3578
1169,-1.3749422453576308,-17.758545691764038,87.30345702079752,0.277,0.15643,0.0,0.38115165680405655,2.7350309490210837e-21,-1.2279266382949609e-20,-1.5583915311233162e-19,,,,-3.0779905485766532e-21,948,2382,2185,3578
1170,-1.3824778367850163,-17.74716426496638,87.60623074564998,0.27687,0.1567,0.0,0.380634298837017,3.001243965346082e-21,-1.2700430658523749e-20,-1.6444344801360707e-19,,,,-3.154549092347577e-21,948,2382,2185,3578
1171,-1.3919885817914797,-17.734938184386483,87.90977466116361,0.27674,0.15696,0.0,0.3802920578983995,3.2497370694336597e-21,-1.2981020093008283e-20,-1.7152060463772031e-19,,,,-3.193583186246419e-21,948,2382,2185,3578
1172,-1.4033993893322165,-17.721967992098858,88.21399147863202,0.27686,0.15705,0.0,0.38011209404681806,3.475345903015999e-21,-1.3103992473575173e-20,-1.7682846649566627e-19,,,,-3.1910512200928944e-21,948,2382,2185,3578
1173,-1.416618965132147,-17.70834820381859,88.51874946435554,0.27698,0.15714,0.0,0.38008039087356454,3.67274976010832e-21,-1.3052951521310853e-20,-1.8012739933735724e-19,,,,-3.143124019308396e-21,948,2382,2185,3578
1174,-1.4315408634387459,-17.69416639758711,88.82388407952934,0.27701,0.15717,0.0,0.3801819145093173,3.836532347769621e-21,-1.281243899354141e-20,-1.8118391698840244e-19,,,,-3.046258788704537e-21,948,2382,2185,3578
1175,-1.4480446806894738,-17.679502409469283,89.12919993794092,0.27701,0.15718,0.0,0.38040077764240615,3.961249549431523e-21,-1.2368240672098759e-20,-1.7977455732652588e-19,,,,-2.897275879066549e-21,948,2382,2185,3578
1176,-1.4659973804490207,-17.66442764607937,89.43447305779418,0.27707,0.15726,0.0,0.3807204070851249,4.041503882939262e-21,-1.1707703198357507e-20,-1.7568997680390839e-19,,,,-2.6934375526064373e-21,948,2382,2185,3578
1177,-1.48525473758203,-17.6490045225116,89.739453380454,0.27718,0.15741,0.0,0.38112371340365536,4.0720252220792956e-21,-1.0820058279772268e-20,-1.6873922589114022e-19,,,,-2.4325278184604375e-21,948,2382,2185,3578
1178,-1.505662887938552,-17.633286032575665,90.04386752460174,0.27725,0.15756,0.0,0.38159326111643316,4.0477572216296995e-21,-9.696750365176757e-21,-1.5875416175958215e-19,,,,-2.1129323078954257e-21,948,2382,2185,3578
1179,-1.527059968044383,-17.617315456194664,90.34742173969438,0.2772,0.1577,0.0,0.3821114379806456,3.96394875318513e-21,-8.331763474121007e-21,-1.4559394851486397e-19,,,,-1.7337170625216052e-21,948,2382,2185,3578
1180,-1.5492778276312476,-17.601126206579533,90.64980501863295,0.27714,0.15783,0.0,0.3826606219251735,3.816249523680593e-21,-6.721942476292028e-21,-1.2914958943506974e-19,,,,-1.2947050194258345e-21,948,2382,2185,3578
1181,-1.5721437965164964,-17.584741817524243,90.9506923269829,0.27717,0.15797,0.0,0.38322334424186394,3.600808912346288e-21,-4.867303758209828e-21,-1.0934843004925787e-19,,,,-7.965488966558254e-22,948,2382,2185,3578
1182,-1.595482486517493,-17.56817606898346,91.24974790524868,0.2772,0.1581,0.0,0.3837824477138814,3.3143769266164214e-21,-2.771329893818681e-21,-8.61585656172861e-20,,,,-2.407991128666129e-22,948,2382,2185,3578
1183,-1.6191176088420853,-17.551433247028342,91.54662860137537,0.27726,0.15814,0.0,0.3843212384446871,2.9544060452927974e-21,-4.412426613985766e-22,-5.959308174701018e-20,,,,3.7003468181733255e-22,948,2382,2185,3578
1184,-1.642873787664117,-17.534508532304276,91.84098719237672,0.27732,0.15814,0.0,0.3848236302542593,2.5191525901784984e-21,2.1117514704027726e-21,-2.971405261991673e-20,,,,1.0324299285690544e-21,948,2382,2185,3578
1185,-1.666578351162249,-17.517388509224364,92.1324756562735,0.27731,0.15829,0.0,0.3852742806216546,2.0077761477238163e-21,4.8722494214892315e-21,3.3637822964582633e-21,,,,1.7418068261632807e-21,948,2382,2185,3578
1186,-1.690063081912471,-17.50005178637343,92.42074835790913,0.27724,0.15859,0.0,0.3856587172604987,1.4204354523489564e-21,7.820479264323287e-21,3.946974497801416e-20,,,,2.492494837034751e-21,948,2382,2185,3578
1187,-1.7131659089939728,-17.482469717045934,92.7054651144078,0.27719,0.15883,0.0,0.38596345450100566,7.583790454915418e-22,1.0932173800612359e-20,7.837443285276126e-20,,,,3.277711515028546e-21,948,2382,2185,3578
1188,-1.7357325244742887,-17.464607207523752,92.98629410815117,0.27721,0.15889,0.0,0.38617609870502145,2.4028941593256177e-23,1.417849599969638e-20,1.1978750482557636e-19,,,,4.0895551002010376e-21,948,2382,2185,3578
1189,-1.7576179072169122,-17.446423599587593,93.26291461763394,0.27723,0.15896,0.0,0.3862854419550312,-7.78944533264122e-22,1.752602217617759e-20,1.6335612383998168e-19,,,,4.919012265594797e-21,948,2382,2185,3578
1190,-1.7786877373720782,-17.427873612878237,93.53501953994238,0.27721,0.15896,0.0,0.3862815432508318,-1.645558609999116e-21,2.093678851372816e-20,2.086641390657222e-19,,,,5.7559823152565314e-21,948,2382,2185,3578
1191,-1.7988196855858518,-17.40890833222454,93.80231768307937,0.2772,0.15896,0.0,0.3861557964580188,-2.569466555647979e-21,2.436840616689449e-20,2.5523208805970553e-19,,,,6.58931902076101e-21,948,2382,2185,3578
1192,-1.8179045620190852,-17.38947622503914,94.06453581163211,0.27725,0.1591,0.0,0.38590098432139047,-3.542920664664625e-21,2.777424968867933e-20,3.0251809511468816e-19,,,,7.406891144280835e-21,948,2382,2185,3578
1193,-1.8358473119042247,-17.369524174220096,94.3214204346204,0.27732,0.15929,0.0,0.38551131799951244,-4.556751635561411e-21,3.110372293544619e-20,3.49919736414e-19,,,,8.195662529241344e-21,948,2382,2185,3578
1194,-1.8525678466986757,-17.348998512397827,94.5727393289546,0.27741,0.15948,0.0,0.3849824617815537,-5.600366148338588e-21,3.4302605890260917e-20,3.967769354947668e-19,,,,8.941792444602318e-21,948,2382,2185,3578
